target,ids,date,flag,user,text
4,2015478273,Wed Jun 03 04:46:16 PDT 2009,NO_QUERY,iLubs2rox,"@kiaradario yah, they are there. pretty funny though "
4,2007493540,Tue Jun 02 12:43:14 PDT 2009,NO_QUERY,C_Vanderlinden,@treesandshrubs I'd have to lean toward &quot;lucky&quot; on that one 
4,2070028929,Sun Jun 07 16:58:27 PDT 2009,NO_QUERY,singlemom75,@singlegirlie I thought I might be!!!  How's Jorge and Todd? (pls tell me Todd's not a hi-5er...)
0,1553669090,Sat Apr 18 14:53:33 PDT 2009,NO_QUERY,AmyPredsfan,Did a reboot and I still can't get Adobe-AIR to uninstall. 
0,2226688887,Thu Jun 18 12:15:41 PDT 2009,NO_QUERY,andie_12,"ok ladies...someone let me know a little about the whole cab and Rob thing,sucks have to be outside for another hour,so no computer "
0,2175135280,Mon Jun 15 00:10:28 PDT 2009,NO_QUERY,Missamyx,Work AGAIN! Where does the weekend go! 
0,1966984225,Fri May 29 18:45:38 PDT 2009,NO_QUERY,cciejourney,@mekahldownish lol what did you send 
4,1755249207,Sun May 10 08:39:02 PDT 2009,NO_QUERY,iHomeTech,@lorimcneeartist Thanks you so much for following me on Twitter; I hope you find it as exciting as I do! Looking forward to your tweets! 
4,1982719286,Sun May 31 11:46:02 PDT 2009,NO_QUERY,ddkns,oh lack of sleep isn't it a wonderful feeling  such a good morning!
4,1678605146,Sat May 02 07:13:04 PDT 2009,NO_QUERY,KisseyAsplund,@bagpak heard n word 
0,2183958427,Mon Jun 15 15:13:09 PDT 2009,NO_QUERY,nackman42,"Another #squarespace giveaway, another missed opportunity for me "
4,2069451254,Sun Jun 07 15:54:15 PDT 2009,NO_QUERY,Mad_Gee,@itslindseyshaw Hi Lindsey..How are you?  Greetings from Germany!
4,2013512489,Tue Jun 02 22:51:34 PDT 2009,NO_QUERY,WillYUMMM,Dude i had fun up there  AND i got free stuff haha
0,1880838477,Fri May 22 02:41:09 PDT 2009,NO_QUERY,brahhh,@baby__jane fox and the hound is so cute. i wanna watch 
0,2057508257,Sat Jun 06 13:08:05 PDT 2009,NO_QUERY,curtainsfallin,cried like a big baby while watching end of ER. v sad. what will i be like when it finishes for good?? BAHHHHH 
0,1956646925,Thu May 28 22:20:54 PDT 2009,NO_QUERY,SteveAgent,@CarlosSaysRAWR @xbreathexgx apparently carlosim the kid 
0,2067212121,Sun Jun 07 11:57:03 PDT 2009,NO_QUERY,scarboy,Capo is spasticated  spring is going. need new one 
4,1686828489,Sun May 03 06:54:51 PDT 2009,NO_QUERY,AlexTrup,"Or rather find me, then fine me "
0,1751842519,Sat May 09 20:24:39 PDT 2009,NO_QUERY,RickShameless,"@AshleyTaylor_x3 Ha, she's the one that needs to be good to me, she verbally and physically assaults me on a regular basis "
0,2214488503,Wed Jun 17 16:48:55 PDT 2009,NO_QUERY,rockstarj28,"@JoshMiller Nah, I didn't go. I didn't know about it until last night and I had to work today. Couldn't get there in time! "
0,1686370847,Sun May 03 05:07:46 PDT 2009,NO_QUERY,tishimosh,"@LucasCruikshank I was just in NY, and when I got home I had a terrible fever, and ALSO I was a little flu-ish. don't get sick, Fred! "
4,1984716767,Sun May 31 15:39:52 PDT 2009,NO_QUERY,billybilo,Tara  says: *:L:L Dream come true.. In the same room as Adam Ficek :L:L
0,2265745319,Sun Jun 21 07:13:31 PDT 2009,NO_QUERY,alexjayleen,I wish life had a fast forward button! 
0,1794216655,Thu May 14 05:16:11 PDT 2009,NO_QUERY,jenniferingrid,Sick. not going to school today.   j.i.l.
0,1754329975,Sun May 10 05:53:25 PDT 2009,NO_QUERY,Babystray,"@_ophelia lol its too big for free yousendit, lol will have to split it "
0,1967903533,Fri May 29 20:25:12 PDT 2009,NO_QUERY,shybebz,damn iit! I can't believe I left my book at work; Im almost done with it &amp; I wanted to finish it so I could get the last book this wknd  
0,1966123119,Fri May 29 17:10:02 PDT 2009,NO_QUERY,blairwarren,@WaylandSmalley Me neither. But it's no longer about what we want. It's about fairness. And fairness is whatever government says it is. 
4,1675826803,Fri May 01 20:25:22 PDT 2009,NO_QUERY,StevieHart,"@passiveanger right. You're wrong, but thanks for playing "
0,2203335427,Tue Jun 16 23:30:52 PDT 2009,NO_QUERY,bensdiaz,is bummed out  http://plurk.com/p/11j9b7
0,2253278641,Sat Jun 20 07:54:00 PDT 2009,NO_QUERY,SarahBouchon,@joliechose Thank you. I just wish I could walk right now 
0,2045289344,Fri Jun 05 10:30:40 PDT 2009,NO_QUERY,dajerx,my wife @lvnkeith is gone for the weekend...wont be back until sunday night. sad face 
0,1793349130,Thu May 14 02:20:53 PDT 2009,NO_QUERY,chrschrs,"@hiimkevin whatevs, you're all emo with your  faces"
4,1564779950,Mon Apr 20 04:53:59 PDT 2009,NO_QUERY,firebirdhouse,good  morning 
0,2206725199,Wed Jun 17 06:58:08 PDT 2009,NO_QUERY,jennifermartin4,"im sick  i have a sore throat, blocked nose and a throat full of phlegm. yum."
4,1980591836,Sun May 31 07:09:53 PDT 2009,NO_QUERY,sakinavania,"It feels good to read a book again even when u've read that book about 10 times, its still good "
0,1970156532,Sat May 30 02:41:14 PDT 2009,NO_QUERY,clickingheels3x,how do u make it up to your kid when you break his fave toy? Esp when its the org 80s toy not a new copy? 
4,1557731810,Sun Apr 19 05:44:17 PDT 2009,NO_QUERY,mwhowell2k,is ready for a great Sunday 
0,2205482166,Wed Jun 17 04:50:09 PDT 2009,NO_QUERY,morningsRwrong,babysitting again how the hell does it always happen 
4,1557217251,Sun Apr 19 02:42:54 PDT 2009,NO_QUERY,DWsCoverGirl1,@staceylovesDW lol ya like that one? 
4,1962717187,Fri May 29 11:31:32 PDT 2009,NO_QUERY,rjleaman,@BearsOnPatrol 10 Twollars to get you started 
0,1690797517,Sun May 03 16:24:06 PDT 2009,NO_QUERY,redvers,"@steph_williams quite good so far, another day to go. and yes one more at the end of may, then none until end of august "
0,1974720886,Sat May 30 13:42:37 PDT 2009,NO_QUERY,axelp88,My girlfriend is REALLY sick  and i think she is getting worse
0,2266750851,Sun Jun 21 09:02:24 PDT 2009,NO_QUERY,Leijepe,"@with love ang, o snap i forgot u  dyed it u never sent me a pic loser "
4,2190620669,Tue Jun 16 03:15:14 PDT 2009,NO_QUERY,Villordsutch,Is surprisingly busy this morning 
0,1553580685,Sat Apr 18 14:39:10 PDT 2009,NO_QUERY,sarahdoherty,At the airport. Sad this vacation is just about over 
0,2216086407,Wed Jun 17 19:01:16 PDT 2009,NO_QUERY,Orbspiders,"Stuck in the hotel watching regular TV programming.  watching Wipeout, which is like Gladiators/Ninja Warrior performed in a waterpark."
0,1835255912,Mon May 18 05:33:00 PDT 2009,NO_QUERY,Sho3lov3r,@Mem_bizzle Shame on you. Lol I had to restrain myself. Besides too many eye-witnesses. Plus he's awake now 
4,1469532116,Tue Apr 07 06:39:58 PDT 2009,NO_QUERY,Zeblue_Prime,@Tina_Sparby &quot;I remember that age!&quot; Yeah I here that this age is when kids are the cutest. I'm sure I'll enjoy every part of his life tho 
0,2067330558,Sun Jun 07 12:09:21 PDT 2009,NO_QUERY,DesrieG,@blindcripple I've just gotten into the whole hoodie thing - &amp; the need to participate in corruption &amp; bribery followed  #momentofweakness
0,2010599042,Tue Jun 02 17:39:10 PDT 2009,NO_QUERY,herschellwynton,@Zafieraa yeeaa  maybe on off? lets try haha
4,2064325616,Sun Jun 07 05:56:56 PDT 2009,NO_QUERY,helensantoso,"have to make a trip upstairs at xenos now, new class "
4,1679876372,Sat May 02 10:23:10 PDT 2009,NO_QUERY,riccirladder,@dannylohner Horray for productivity! 
0,1693756420,Sun May 03 23:39:55 PDT 2009,NO_QUERY,eltah_08,@DurrtyB  so what character do u like cuz aint none funnier den Sponge Beezy LMAO
4,2016248241,Wed Jun 03 06:26:35 PDT 2009,NO_QUERY,dkandare,Using all the brain cells I have left to figure out how to start an on-line charity  They are out of practice
0,2259777960,Sat Jun 20 18:08:48 PDT 2009,NO_QUERY,katedeannn,"at rjs, going home soon to a house with no one in it til tuesday "
4,1970672968,Sat May 30 04:47:40 PDT 2009,NO_QUERY,chryss,"@piticu21 asa rau te-a suparat Bendeac, ti-ai picat blogul? &quot;the address http://www.piticu.ro/, which is currently unavailable.&quot; "
0,1564130072,Mon Apr 20 01:55:47 PDT 2009,NO_QUERY,Kazmat29,is so very tired after x factor auditions i cannot go more than 40 hours without sleep 
0,1991247120,Mon Jun 01 06:41:06 PDT 2009,NO_QUERY,SenneTijdeman,"Writing a blog about bing.com, but the site is really slow "
4,2001043229,Mon Jun 01 23:40:38 PDT 2009,NO_QUERY,HelloEli,Never mind. Pearl jam will be on. Not green day. Still a good band. 
0,2004916877,Tue Jun 02 08:56:27 PDT 2009,NO_QUERY,DBW619,8 years... been so long yet seems like yesterday 
0,2175040171,Sun Jun 14 23:56:18 PDT 2009,NO_QUERY,drew2303,feels lonely this day 
4,2003203994,Tue Jun 02 06:05:15 PDT 2009,NO_QUERY,AlwaysStarAgus,So excited!! Tomorrow mis my Geography presentation!! I'm waiting impatiently!! I love speaking in public!!  &gt;_&lt;
0,1548345870,Fri Apr 17 20:42:01 PDT 2009,NO_QUERY,BATMANNN,@JustinSxE Ugh. What a bitch  You can have Tacos tomorrow!
4,2176125732,Mon Jun 15 02:59:33 PDT 2009,NO_QUERY,wyndwitch,@MadamSalami Of course you can - start simple work up 
0,1795548707,Thu May 14 07:57:58 PDT 2009,NO_QUERY,Johonoknat,@Arcania thats no fun 
0,2302290741,Tue Jun 23 16:36:08 PDT 2009,NO_QUERY,jiggly_tuna,"@alittlevoice Did you enjoy all of THAT scene too, Hannah? Oh the lolz. Poor Wendla "
4,1880672601,Fri May 22 02:04:54 PDT 2009,NO_QUERY,Green_Cat,Tuto Uranium re-uploaded and ready to relaunch 
0,1969856347,Sat May 30 01:29:21 PDT 2009,NO_QUERY,lucypepper,first chickening out of the day.  i'm not going to attempt to muck about with linux on the magh. resorting to the windows side.  
4,1694858711,Mon May 04 04:23:29 PDT 2009,NO_QUERY,dougggie,"@faceofboe you need to play something from Mary Poppins at them, everyone knows that's how rooms get tidy "
0,1794325041,Thu May 14 05:32:36 PDT 2009,NO_QUERY,WLP99,you didn't bring us any cookies 
4,2061214826,Sat Jun 06 20:24:40 PDT 2009,NO_QUERY,SylvieDog,"@CosmoHavanese this is a tough #pawpawty to dress for, eh? maybe you &amp; @MozartDane could slip on some converse &amp; call it a day. "
0,2009036812,Tue Jun 02 15:02:59 PDT 2009,NO_QUERY,GR8MIDWIFE,contemplating housecleaning wishing 4 more #1 ladies dtec stories &amp; trying 2 accept may have 2 stay here 
4,1984615925,Sun May 31 15:27:38 PDT 2009,NO_QUERY,AllenCordrey,I will be at my big buddy's Marcus Spears golf tournament on June 22. Great celeb line up. I am not one of them 
0,2044725705,Fri Jun 05 09:44:30 PDT 2009,NO_QUERY,belindadarcey,Does anyone have the font &quot;Clarence&quot;? I had it but had to chuck it because it got corrupted. Original CD is long lost. 
4,1693606940,Sun May 03 23:06:52 PDT 2009,NO_QUERY,ThatGirlRe,Follow them two! @stellarBELLZ @MRdotBROWN 1 has a fake that has more followers lol and the other is my BEST friend 
4,1563990627,Mon Apr 20 01:13:05 PDT 2009,NO_QUERY,joenoia,Rt @Birgit_ @joenoia douche in my native language means &quot;shower&quot;  http://tinyurl.com/axwru
4,1999785240,Mon Jun 01 20:49:08 PDT 2009,NO_QUERY,bluearkyprimite,@KCtweets .....My bed is calling also.....And i am fixing to answer 
4,2177227122,Mon Jun 15 05:42:40 PDT 2009,NO_QUERY,pharobcool,RanRunsIt I do.. I must of missed that one..LOL.. Just bump that and dance yourself into a good mood.. 
4,1793437921,Thu May 14 02:41:43 PDT 2009,NO_QUERY,xangie1984x,@BoyzLifeWestZon It's exciting 
0,1687973324,Sun May 03 10:02:24 PDT 2009,NO_QUERY,glimmrmoon,Sunday morning. Need to relax and let this day go slow. Back to work tomorrow  Why does that always happen?
0,2248889175,Fri Jun 19 21:21:21 PDT 2009,NO_QUERY,arianna_skye,Going to check on cat. Might be getting sick again. caught him squatting on one of my grandma's funeral plants 
0,2068684373,Sun Jun 07 14:30:50 PDT 2009,NO_QUERY,kararemi,Just dropped Elliot off. Won't see him again till August (probably). Sad sad sad sad sad. 
4,1834245454,Mon May 18 02:11:22 PDT 2009,NO_QUERY,shybutflyy,@swiffd ur tweets ammuse me  good job lol
0,2250503961,Sat Jun 20 00:41:56 PDT 2009,NO_QUERY,Kia67,"awake at a horrible time of the morning again, not going to feel good later today... "
0,2232856129,Thu Jun 18 20:29:29 PDT 2009,NO_QUERY,maryssalopresti,ugh i do not feel good 
0,2248421786,Fri Jun 19 20:35:54 PDT 2009,NO_QUERY,korinakaramihan,"sorry, i missed the practice for the ssc.  i`m pretty busy kasi, eh. :|"
4,2030741453,Thu Jun 04 08:48:55 PDT 2009,NO_QUERY,DilanAnasiz,@vampirefreak101 theyre together its soooooooo obviouss!! she calls him sweettieee  although she was wearing oreganos shirt yesterday...
0,2176562571,Mon Jun 15 04:12:00 PDT 2009,NO_QUERY,killtherockx,"feels so fucking ill rn. want to go home  homehome, not just my house."
4,2191119323,Tue Jun 16 04:33:57 PDT 2009,NO_QUERY,martinscerri,just finished watching series 1 of Mad Men on DVD. Seem to have run out of scotch and cigarettes whilst doing so 
4,2048637421,Fri Jun 05 15:31:34 PDT 2009,NO_QUERY,markmcc09,Voted worst driver  huge!
0,2013125586,Tue Jun 02 21:58:34 PDT 2009,NO_QUERY,kwill15,thinks its to got to even think about sleep 
0,1956255495,Thu May 28 21:29:45 PDT 2009,NO_QUERY,amaraflego,"@sporttrainer300 Fell over playing Touch Footy, Had op. on it and Dr said i tore 2 ligaments in my ankle "
4,1827855241,Sun May 17 11:35:16 PDT 2009,NO_QUERY,BSonger,@suzannehih Happy Birthday! 
4,2174880017,Sun Jun 14 23:32:03 PDT 2009,NO_QUERY,LenaLou92,@jpmann3 ugh! Give me a shout out  that'll make it better xoxo Lena
0,2013910293,Tue Jun 02 23:55:19 PDT 2009,NO_QUERY,Hollehhh,"Mornig twitterland! uploading pics, need to go to school "
4,1685517508,Sun May 03 00:45:00 PDT 2009,NO_QUERY,janis_v,filipinos are having a country-wide party today...it's so awesome 
4,1962374662,Fri May 29 10:56:57 PDT 2009,NO_QUERY,TeamOsment,@eelectroshockk  thank you
0,2203794842,Wed Jun 17 00:33:07 PDT 2009,NO_QUERY,DaveScouller,@stuartmcintyre I am sure it will appear early PST morning time  I will wait till to tomorrow
0,2239126523,Fri Jun 19 08:09:44 PDT 2009,NO_QUERY,iamdutch,whyyyyyyyyyyyyyyyyyyyyyyyy did i dream that 
4,2192672843,Tue Jun 16 07:23:03 PDT 2009,NO_QUERY,ahuvasegal,@HilzFuld BTW I never heard of Forex before I met you and have now seen two massive billboards in the last week about it 
0,2015455625,Wed Jun 03 04:42:38 PDT 2009,NO_QUERY,mrashwilliams,@GillianDuffy  what are you gunna do?
0,1882332836,Fri May 22 06:40:49 PDT 2009,NO_QUERY,kaleena20,"Day 12 of cousin missing i miss her  looking forward to a weekend with my family, cant wait to see them"
0,2203527397,Tue Jun 16 23:56:29 PDT 2009,NO_QUERY,JBeazer,Now that the A/C works in the house people want to OD on this ish. I have a stomach ache now 
4,2053558547,Sat Jun 06 04:58:40 PDT 2009,NO_QUERY,charlottiieex3,is sat at home and is thinking about last night  &lt;3
0,1982062878,Sun May 31 10:27:08 PDT 2009,NO_QUERY,dinosuit,Not sure about what vacation actually...  but i wanna be prepared. D: ~exam week :[
4,2181450563,Mon Jun 15 11:50:40 PDT 2009,NO_QUERY,Carly_FTS,@dennisschaub No but he will be doing pics.  He has the best body   I can't wait!
4,2069378240,Sun Jun 07 15:46:04 PDT 2009,NO_QUERY,Antwoinne,@songbookbaby LOL.. Cool cool.. Sounds like you prefer the anonymous angle for the time being lol Don't be a punk! 
0,1677907623,Sat May 02 04:36:55 PDT 2009,NO_QUERY,MiraMeuthia,"Having coffee at a balinese theme cafe in KL, I'm in denial.. Ppl here speaks chinese not indonesian "
4,1975359506,Sat May 30 14:59:43 PDT 2009,NO_QUERY,soccergoaliexx7,with newsomee! 
4,2070170866,Sun Jun 07 17:13:05 PDT 2009,NO_QUERY,HokeyPokeySonia,I'm eating goldfish  The colorful kind. Can't wait till tommorow! Missing Brynne &amp; Katie and all my other Besties [Missing Jackie &amp; Mimi]
0,2246455030,Fri Jun 19 17:37:15 PDT 2009,NO_QUERY,GirllyDevil899,@larrybirkhead Dannielynn is addorable and is growing up so fast 
0,1994314114,Mon Jun 01 11:44:44 PDT 2009,NO_QUERY,JaxLvzWestlife,Dooin Hmwrk But Totally Cnt Be Arsed! 
4,1824290342,Sun May 17 00:45:57 PDT 2009,NO_QUERY,emilyohara,"nights can go on forever and seem short at the same time. im not making sense. fjsienrksienrk i never twitter, thought i would tweet "
4,2004852554,Tue Jun 02 08:50:33 PDT 2009,NO_QUERY,LaurenHow0816,being productive and getting things ready for the weekend LAKE festivities!!! Can't wait for the Taysdens to be here  woot woot
0,1964532001,Fri May 29 14:23:09 PDT 2009,NO_QUERY,eileenlou,surgery effin hurts 
4,2070807064,Sun Jun 07 18:19:48 PDT 2009,NO_QUERY,beethequeenbee,@lilsydmac good! You missed my crazy family and sharonda at the cookout yesterday! 
4,1984799762,Sun May 31 15:50:02 PDT 2009,NO_QUERY,journalgirl,yay - i am no longer in the (haunted) flat alone - Dan's back! Wooooo!!  30 days til we MOVE to NEW HOUSE!!
4,1973417840,Sat May 30 11:06:29 PDT 2009,NO_QUERY,eysies,my latest R/K fanvid  http://bit.ly/wJMqn  impatiently waiting for tmrw...
4,2014695151,Wed Jun 03 02:22:48 PDT 2009,NO_QUERY,2fast2befurious,@Jay Rana you loved the conversation. Don't give me that lol. Wo ho back to work seven hours 
0,1551908139,Sat Apr 18 10:17:06 PDT 2009,NO_QUERY,unsa48,"is still revising. When will this hell on earth end? Ok, wait. Not that bad but still! Other sixth formers will know exactly what I mean! "
0,2197363165,Tue Jun 16 13:41:13 PDT 2009,NO_QUERY,dnbchik,@marysidney78 yeah for this week next week it changes im still in training 3- midnight 
0,2244217601,Fri Jun 19 14:27:29 PDT 2009,NO_QUERY,embeep,@meabhaline top row at the front 
0,2070844227,Sun Jun 07 18:23:44 PDT 2009,NO_QUERY,jeditrainee,"@websoup Why no closed-captioning?    Watching, hearing AND reading something funny can make it triple-funny... #websoup"
0,2216032745,Wed Jun 17 18:57:04 PDT 2009,NO_QUERY,teammartin,@keishajay your invite 
0,2261919758,Sat Jun 20 21:34:24 PDT 2009,NO_QUERY,ntlove16,"@K4Ice4Thu thank you for calling me back sis! ;) Again, Im so sorry for did not ask you in the morning. "
4,2177164459,Mon Jun 15 05:34:58 PDT 2009,NO_QUERY,connster9700,@jonitchr  Thanks for the heads up about the article. I guess I'm slow because I just now came across it.  
4,2003097363,Tue Jun 02 05:52:23 PDT 2009,NO_QUERY,Ash2good99,"@pmatty Ya, easily. We got Italian herbs and Sauce + Mince Meat. Too easy. "
4,1883518814,Fri May 22 08:40:45 PDT 2009,NO_QUERY,cityy,"Runway Magazine interview, super geeked. Wish the kid luck!  xoxo"
0,1827483822,Sun May 17 10:48:27 PDT 2009,NO_QUERY,Celennys,Sad.. He's gone.. Won't be seing him for another 2 weeks... 
0,2255118900,Sat Jun 20 10:47:13 PDT 2009,NO_QUERY,Shnuddy,@desertbriez Let me know how you like it.  It didn't get good reviews 
0,1676970513,Fri May 01 23:55:24 PDT 2009,NO_QUERY,stephiodos,Me being sick = sucky because i cannot sleep! 
0,2012029674,Tue Jun 02 19:57:24 PDT 2009,NO_QUERY,True_Sanctuary,@glennishamorgan omg! I was reading your tweets and saw that about the 702 member. Wow...I didn't even know. I googled it. 
0,1963021958,Fri May 29 12:05:03 PDT 2009,NO_QUERY,99naynay99,going to work 
0,2013989672,Wed Jun 03 00:08:30 PDT 2009,NO_QUERY,muhammadyahya,not feeling well... 
4,1979213504,Sun May 31 02:05:30 PDT 2009,NO_QUERY,yacqueli,@BrianNippon Yes he is.  Goodnight.
0,1932511564,Tue May 26 21:37:03 PDT 2009,NO_QUERY,adianette,aargh SE G900 is soo me  i want it !
0,1990703924,Mon Jun 01 05:32:42 PDT 2009,NO_QUERY,lacietee,@Outofluck182 i know.   and prolly around 4ish today. What time are you gettin your hair did?
4,2055444861,Sat Jun 06 09:19:45 PDT 2009,NO_QUERY,lownleeeynjul,@Boy_Kill_Boy yup! Can DM it too if you want  why would he do that?
0,2296926010,Tue Jun 23 09:48:23 PDT 2009,NO_QUERY,brianspaeth,How a request for shirtless pictures drove me to long division  http://cli.gs/3W4jL #society
4,1572984266,Mon Apr 20 23:15:59 PDT 2009,NO_QUERY,DavidIsacson,Today I'll work all day at Phonera. Bringing home the big $$$!!! 
4,2046034951,Fri Jun 05 11:35:54 PDT 2009,NO_QUERY,Taylor_Robinson,Hello becauseimtaylor and ttango!  - (via jhesset-hime) ohhai!  how are you? http://tumblr.com/xjv1ylayt
4,2052005835,Fri Jun 05 23:23:16 PDT 2009,NO_QUERY,yodaddyabby,want some yoshinoya. 
4,1880165886,Fri May 22 00:18:40 PDT 2009,NO_QUERY,MANDiiE_XO,School was great today  keepin my ambition and focus  sweet dreams tweet hearts. Xoxo
4,1880543604,Fri May 22 01:37:13 PDT 2009,NO_QUERY,Rutherfordium,@Austin_Irl thanks 
4,1760180272,Sun May 10 20:51:47 PDT 2009,NO_QUERY,shean_05,says eat nah lahat ng lunch ukie.. dont skip..  http://plurk.com/p/t0rxk
4,1994848543,Mon Jun 01 12:33:13 PDT 2009,NO_QUERY,TerezBaskin,"Salad: chicken, craisins, carrots, mushrooms, cheese, banana peppers, croûtons, bacon bits, sunflower seeds, and I promise mixed greens! "
4,1968936779,Fri May 29 22:35:28 PDT 2009,NO_QUERY,fbabytv,"I'm usually right all the time..... And when I'm wrong, I'm right for being wrong! "
4,2174535581,Sun Jun 14 22:45:30 PDT 2009,NO_QUERY,rckstrbassist,Highly approves of her new drummer. 
0,1980267165,Sun May 31 06:14:01 PDT 2009,NO_QUERY,hotterthanjuly,@thesoulution I can't believe he went from Best Actor Oscar winner to that hot ass mess.  I wanted to save the nerd.  
4,2000891350,Mon Jun 01 23:14:33 PDT 2009,NO_QUERY,Pornstarlover,"@Cytherea_Squirt my screenname is ortonnextwwechamp...im me if u do, I'm watching some hardcore xxx! "
4,1573632531,Tue Apr 21 02:05:52 PDT 2009,NO_QUERY,mistresstokyo,"@MysticMedusa Rudd should keep it it offline, hence my surprise! Virgo's being kloset kinksters? I'm Sun Virg, with Virg in 4 other bits! "
4,1985068643,Sun May 31 16:22:00 PDT 2009,NO_QUERY,appletot23,I'm so nauseous.  And its so beautiful today ahhhhh 
0,2177499235,Mon Jun 15 06:12:51 PDT 2009,NO_QUERY,mdnorris,"got to sleep in a bit more today, but has a headache  boo!"
0,1751608441,Sat May 09 19:51:02 PDT 2009,NO_QUERY,tiempo005,its sunday and i have work!  
4,2072445068,Sun Jun 07 21:02:19 PDT 2009,NO_QUERY,lillianboo,"@BradSabbath well I have one. I don't have the ejaculating dick, tho I could make a phone call and have one here. (it's for science  )"
4,1992832047,Mon Jun 01 09:23:37 PDT 2009,NO_QUERY,BleatingLhowon,@hectordbyrd Should be worried about that evil bird in the house imho 
0,1678548458,Sat May 02 07:03:07 PDT 2009,NO_QUERY,Old_reprobate,@RedMummy Oops... my fault for opening my mouth.... obviously spoke too soon. 
0,2218561029,Wed Jun 17 22:42:30 PDT 2009,NO_QUERY,LindyyR,@plmusic22 well i was exploring cuz i never did it before 
4,2189800234,Tue Jun 16 00:56:39 PDT 2009,NO_QUERY,MrBinks,@pjmaybe LMAO  Seriously.... 20 + years is 2/3's my lifetime!
0,2282565408,Mon Jun 22 11:31:48 PDT 2009,NO_QUERY,Crackberryfreak,@SamGuevara  why ? will u stil have ur ipod ?
0,1677695848,Sat May 02 03:29:18 PDT 2009,NO_QUERY,GFTiff,Just had a GREAT GF meal at Gallaghers steakhouse in the New York New York in Las Vegas. Forgot to take a pic for the blog 
4,1564435435,Mon Apr 20 03:28:49 PDT 2009,NO_QUERY,sammutimer,@steitiyeh -glad to have  been of assistance  Whatch them power in once that puppy is fixed! 
0,1971203031,Sat May 30 06:30:09 PDT 2009,NO_QUERY,Cjzoom,@Annnnnaaaaa same :S we all do 
4,1980444285,Sun May 31 06:45:46 PDT 2009,NO_QUERY,silver581,Happy Sunday everyone  Enjoy the last day of the weekend!
0,2056821609,Sat Jun 06 11:51:29 PDT 2009,NO_QUERY,suchducks,gah. musical instruments. too many. buuuuurn them! i am tired of carrying them. 
4,1827029118,Sun May 17 09:50:26 PDT 2009,NO_QUERY,rainbowdrops22,@juicystar007 hey blair cs 88 shimmer or 78 with the blush-ur the tie breaker? i already ordered the neutral 2 copy ur prom look 
0,1994859558,Mon Jun 01 12:34:15 PDT 2009,NO_QUERY,RKOFAN4LIFE,Seriously i keep forgetting about twitter Back at school now been ill though  Blazers in hot weather STUPID
0,2328304873,Thu Jun 25 09:25:08 PDT 2009,NO_QUERY,b0bd0gz,Can I go home yet 
0,1970495139,Sat May 30 04:05:42 PDT 2009,NO_QUERY,msvicious,"why have so many people got work today? other than to piss me off. no food, no money, and theres a strange english boy in my garden "
4,1975248855,Sat May 30 14:45:37 PDT 2009,NO_QUERY,dpwac,Torn btwn UP and Drag Me to Hell. Although I may just chuck all that and just go drinking at Red Brick Station... 
4,1990102377,Mon Jun 01 03:53:15 PDT 2009,NO_QUERY,drPeripheral,Updating the ONM 'Where Doest Thou Liveth?' thread. 
0,2234344198,Thu Jun 18 22:52:47 PDT 2009,NO_QUERY,thatpianogirl,@peterfacinelli I'm sorry you had such a crappy day! 
4,1825221880,Sun May 17 04:51:55 PDT 2009,NO_QUERY,xlove_katiex,that voice in side your head saying... your just...just a dummyyyy   Hm
0,2054911517,Sat Jun 06 08:19:48 PDT 2009,NO_QUERY,Chazhendrie,@ptabe Dude dunno if u got me txt but I will most likely be heading home tonight missing out on mr db 
0,1468709134,Tue Apr 07 03:17:41 PDT 2009,NO_QUERY,hannahrae91,gah... it wont let me make a myspace for my social studies campaign... 
4,2000398730,Mon Jun 01 22:01:49 PDT 2009,NO_QUERY,flairbuilder,"@Alinta And as an output, currently you can only export screenshots of a page or all pages. I'm working on something better. "
0,2003160524,Tue Jun 02 06:00:12 PDT 2009,NO_QUERY,genitals,had a pretty happy eofys but spented all her monies 
4,2014330282,Wed Jun 03 01:10:23 PDT 2009,NO_QUERY,gracelook,@san220478 We've definitely thought about it. Hopefully we'll pull something off soon. 
4,1827845564,Sun May 17 11:34:04 PDT 2009,NO_QUERY,RobynHumes,"@Merrygold_babee hehe  x ?eah, later on the? are&lt;3"
0,2185983160,Mon Jun 15 18:11:19 PDT 2009,NO_QUERY,BeaucoupKevin,@comicgrrrl Only for the first couple of days if I do (and I most likely will).  I can't stand that place from Friday on. 
4,1972081427,Sat May 30 08:31:16 PDT 2009,NO_QUERY,_dcNadii3_,@amani_w heii amanii  whaz up?? bug hug
0,2252605403,Sat Jun 20 06:37:33 PDT 2009,NO_QUERY,shalane,Woke up for breakfast at the hotel. Sorta unsatisfying but oh well. Now back in the room for a nap. My last day to see my brother. 
0,1967880677,Fri May 29 20:22:46 PDT 2009,NO_QUERY,gracerowling,listening greenday feeling depressed life is not going how i want and i want to do something i promised i wouldnt  cf would be proud
4,2000334217,Mon Jun 01 21:53:41 PDT 2009,NO_QUERY,Gen22,@momof3crazykids Good Night V! 
4,1751358157,Sat May 09 19:15:46 PDT 2009,NO_QUERY,stefanz,@piticu21 4n? ma rog  never heard of it  esti beat acum? u tweet too much 
0,1793311255,Thu May 14 02:11:56 PDT 2009,NO_QUERY,zelleee,I want to eat Mangoes &amp; Pizza. I miss Pizza. 
